id,name,img_src,address,tel,web,description
135,KARL STRAUSS BREWING COMPANY,http://www.beer365.net/cache/9c73bfa794ed046d45ee0047d0b1374e.jpg,"アメリカ合衆国 5985 Santa Fe Street San Diego, CA",+1-858-273-2739,http://www.karlstrauss.com/,"1989年、アメリカ・カリフォルニア州・サンディエゴで創業したブルワリー。
今では、80軒以上のブルワリーやバーが存在するアメリカ最大のクラフトビール街、サンディエゴですが、すべてはこのカール・ストラウス・ブルーイング・カンパニーから始まった。"
136,SAINT ARCHER BREWING CO.,http://www.beer365.net/cache/7d4f32dce033b5b5a1b36c5663537af3.jpg,"アメリカ合衆国 9550 Distribution Ave. San Diego, CA",+1-858-225-2337,http://www.saintarcherbrewery.com/pages/home,セイントアーチャー・ブリュワリーは、2013年に世界の舞台で活躍するスケートボーダー、サーファー、スノーボーダーやアーティスト、ミュージシャンの仲間達が集まり設立された。醸造ディレクターはアメリカのクラフトビール業界の中でも若手で非常に名が売れているイーガ・ミヤシロ、さらに醸造長は元MAUI BREWING CO.のキム・ルッツ共に数々の賞を受賞している。
137,LAGUNITAS BREWING COMPANY,http://www.beer365.net/cache/97584cd69e4fbede8d03e81c2b302fad.jpg,"アメリカ合衆国 1280 North McDowell Boulevard Petaluma, CA",+1-707-769-4495,https://lagunitas.com/,"1993年にアメリカ・カリフォルニア州・ラグニタスで創業したブルワリー。
販売している瓶に書かれれている独創的な説明がファンを多く集める理由。
2014年には、アメリカで5番目の売り上げを誇るクラフトブルワリーとなった。"
138,CORONADO BREWING COMPANY,http://www.beer365.net/cache/41f7d7e50fdc93f329bfe467746ba1d7.jpg,"アメリカ合衆国 170 Orange Ave Coronado, CA",+1-619-437-4452,http://coronadobrewingcompany.com/,"1996年にチャップマン兄弟は生まれ育ったアメリカ・カリフォルニア州・コロナドアイランドでパブ兼ブルワリーを創業。地元に密着した小さなブルワリーでしたが、コロナドアイランドが観光名所ということもあり、すぐに彼らが醸造するビールが脚光をあびるようになりました。
現在は、同じコロナドアイランドからあらゆる国へ自社のビールを提供している。"
139,BALLAST POINT BREWING COMPANY,http://www.beer365.net/cache/5cca03fe58763d63eaf5a7f40f27491d.png,"アメリカ合衆国 5401 Linda Vista Rd Ste 406 San Diego, CA",+1-619-298-2337,http://www.ballastpoint.com/,"1992年に創設者であるジャック・ホワイト氏は、美味しいビールを造りたいという思いから、ビールの原料や醸造器具を販売する小売店をアメリカ・カリフォルニア州・サンディエゴで開業。開業から間もなくユセフ・カーニー氏と出会い、一緒にビールを造ることとなる。これがバラスト・ポイントの始まりである。
1996年に最初のビールが醸造され、それ以降は順調に醸造量も増え、2004年には、現在のより大きな醸造施設に移転。
原料へのこだわり、最高の味と香りを日々研究、最高のビールを提供することがポリシーである。"
140,STONE BREWING CO.,http://www.beer365.net/cache/3a6c08fe7fdcecff81ab3cde504b4045.jpg,"アメリカ合衆国 1999 Citracado Parkway, Escondido, CA",+1-760-294-7899,http://www.stonebrewing.com/home.asp,"二人の友人が共通の趣味であるビールを趣味では終わらせず、本格的に醸造しビジネスを始めたいという思いからストーン・ブルーイングが立ち上がった。
1996年アメリカ・カリフォルニア州・サンディエゴで創業し、開始直後から醸造したビールは売れ、瞬く間に噂が広がり、現在はアメリカを代表するクラフトビールブルワリーまで成長。"
141,MODERN TIMES BEER,http://www.beer365.net/cache/3f3169236835f4abdef856ef56cd454d.jpg,"アメリカ合衆国 3725 Greenwood St San Diego, CA",+1-619-546-9694,http://www.beer365.net/brews/result/moderntimesbeer.com,"2013年アメリカ・カリフォルニア州のサンディエゴで創業したブルワリー(醸造所)。
オーナーは元々カリフォルニア州で1位２位の人気を誇るクラフトビールブルワリーSTONE BREWING CO.(サンディエゴ)で働いていた経験があり、自分でより独創的なビールを醸造したいという思いから、モダンタイムズを立ち上げた。"
142,PIZZA PORT BREWING COMPANY,http://www.beer365.net/cache/88ec651699b3bae7c4dc5e629e64ca16.jpg,"アメリカ合衆国 2730 Gateway Road Carlsbad, CA",+1-760-707-1655,http://www.pizzaport.com/,"アメリカ・カリフォルニア州の小さな海辺の町、ソラノビーチで1987年20代の兄弟が倒産寸前のピザ店を買収するこから、ピザポートの歴史が始まった。メニューは、ピザとフライドチキンでしたが、彼らなりの工夫が噂を呼び、人気店となった。
買収したピザ店で使用してなかった部分でビールの醸造を開始、1992年に初めてお客さんにクラフトビールを提供。
ビールやフライドチキンと合うビールを提供することで、爆発的な人気店へと成長し、数年で５店舗を構えるほどまで成長。
ピザは現地でしか食べらないが、ビールはアメリカのあらゆる場所で飲めるまでになった。"
143,SPEAKEASY ALES & LAGERS,http://www.beer365.net/cache/3d6b57b98f579e26d69456c6cf227ca5.png,"アメリカ合衆国 1195 Evans Avenue San Francisco, CA",+1-415-642-3371,http://www.goodbeer.com/,"1997年アメリカ・カリフォルニア州、サンフランシスコで４人で始まったブルワリー(醸造所)。
始めは、趣味で友人やごく近い知り合いなどへ配っていたビールですが、噂が広がり、一般販売を決意した。
スピークイージーのBIG DADDY IPAは、サンフランシスコを代表するIPAとして知られるようになり、４名だったスタッフも現在では、40名まで拡大した人気のブルワリー。"
144,MAUI BREWING CO.,http://www.beer365.net/cache/d3357e8efdb2bb5bcf8aefa0c6942030.png,"アメリカ合衆国 605 Lipoa Pkwy, Kihei, HI",+1-808-213-3002,http://mauibrewingco.com/,"2005年にアメリカ・ハワイ州のマウイ島で創業したブルワリー(醸造所)。
ローカルの原料などをできるだけ使用し、地域の活性化と環境保護をテーマとしている。"
145,NORTH COAST BREWING COMPANY,http://www.beer365.net/cache/8c565f0fd2bf35709b39e480e5cc57a9.jpg,"アメリカ合衆国 455 North Main Street, Fort Bragg, CA",+1-707 964-2739,http://www.northcoastbrewing.com/home.php,"1988年にアメリカ・カリフォルニア州古都の情緒あふれる町、フォートブラグでブルワリー(醸造所)兼パブとして創業。
アメリカのクラフトビール界の先駆者的存在であり、アメリカだけでなく、世界的なビールコンテストなどで70以上の賞を受賞している。"
146,ANDERSON VALLEY BREWING COMPANY,http://www.beer365.net/cache/d23034ea09975a57a2b1cfa9b8c17e62.jpg,"アメリカ合衆国 17700 California 253 Boonville, CA",+1-707-895-2337,http://avbc.com/,"1987年アメリカ・カリフォルニア州の田舎町ブーンヴィルで開業したブルワリー(醸造所)。
創業当初は、1000リットルほどの醸造キャパでしたが、1996年には1,500,000リットルまで急成長。
2010年には、創業者であったケン・アーレン氏は、引退を決め、アンダーソンバレーブルーイングカンパニーをクラフトビール業界の重鎮である、トレーホワイト氏へ売った。そして、現在に至る。"
147,PELICAN PUB & BREWERY,http://www.beer365.net/cache/5f32775f9c6ba74085a973e66068ffdd.jpg,"アメリカ合衆国 33180 Cape Kiwanda Drive, Pacific City, OR",+1-503-965-7007,http://www.yourlittlebeachtown.com/pelican,"1995年にジェフションズとメアリージョーンズは、アメリカ・オレゴン州の海辺にある小さな町、パシフィックシティーで、煉瓦のビルを突発的に購入した。お互いコーヒーを飲みながら、パッと閃いたのがビールを造って飲めるレストランでした。お互いビールを造る知識が無い為、近所で行われていた醸造学のセミナーに出席した際、ダーロン氏(現在の醸造長)と出会う。数回連絡を取り合い、同じ夢を共有し、1996年に開業。
現在は、美味しい料理とそれに合うビール「フードペアリング」をテーマとしたレストラン兼ブルワリー(醸造所)として知られている。"
148,栃木マイクロブルワリー,http://www.beer365.net/cache/7cc3ffbfcb766ef4a96eba5fec4a12e4.gif,日本 栃木県宇都宮市東塙田1-5-12,028-622-1314,http://www.beatclub.jp/microb/index.html,"いままでのビールの概念を覆す、様々な味わいのビール。
栃木県産の豊富な農産物を利用し、野菜・果物・ハーブ・スパイスなど多種多様なビールを製造しています。

ビールスタイルに拘らず、オンリーワンビールがここから生まれています。
新感覚の味わいをお楽しみください。"
149,日本クラフトビール株式会社,http://www.beer365.net/cache/5dff0f30dfc110fc9f5066693795f2e3.jpg,日本 東京都港区六本木4-10-11 小田切ビル 3F,,http://www.nipponcraftbeer.com/,"日本発のオリジナリティ溢れるビールを世界中に発信し、誰もがワクワクするような新しい価値を付加していくをテーマとした醸造所。
2011年に設立された醸造所でKAGUAというビールを提供している。"
150,MIKKELER,http://www.beer365.net/cache/9ed9e762bd67b4361544e68d955d8f5b.png,"デンマーク Vesterbrogade 20, 1.th. DK-1620 Copenhagen V",+45 33227997,http://mikkeller.dk/,"ミッケラーはデンマークのコペンハーゲンに2006年、ミッケル・ボルグとクリスチャン・ケラーが設立した、特定の醸造所を持たない 「ファントム（幻影）マイクロブルワリー」です。自国デンマークをはじめノルウェー、スコットランド、アメリカなどの個性的なマイクロブルワリーの設備を使用してオリジナルビールを醸造、またコラボレーションして様々なスタイルのビールづくりに挑戦し続けています。
(株式会社ウィスク・イ－オフィシャルサイトより)
https://www.whisk-e.co.jp/product/mikkeller.html"
151,BREWDOG BREWERY,http://www.beer365.net/cache/35b6ffd9ecbfeebab6dd7789a242b4ea.jpg,"アイルランド Balmacassie Industrial Estate Ellon, Aberdeenshire",+44 (0) 1358 724 924,http://www.brewdog.com/,"スコットランド北東部に位置するフレザーバラに2007年4月にオープンにしたクラフトブルワリー。スコットランド産のモルトを使用し、品質にのみ重点を置いて少量のみ生産されるビールは、決して商業的ではなく、わがままとこだわりがたっぷり詰まっています。
(株式会社ウィスク・イ－オフィシャルサイトより)
https://www.whisk-e.co.jp/product/mikkeller.html"
152,横浜ベイブルーイング株式会社,http://www.beer365.net/cache/b462a67fc71629cb4c4b84c4030803f2.png,日本 神奈川県横浜市中区福富町東通2-15,045-341-0450,http://baybrewing.jp/index.html,横浜に醸造所併設のパブとして創業。毎月新しいビールを醸造し、常にレシピの改善を行っている醸造所。
153,BRIMMER BREWING,http://www.beer365.net/cache/4f0f0e2e8a197944a3205130144bfa98.png,日本 神奈川県川崎市高津区久地4-27-14,044-281-0541,http://www.brimmerbrewing.com/ja,"ブリマー・ブルーイング株式会社は、「良質の原材料を使用し、古代から伝わる伝統的な製法によって、最高級のエールやラガーを造り出す」という誓いのもと、2011年にクラフトビール製造会社として創設し、神奈川県川崎市に本社及び醸造所を設立いたしました。
(オフィシャルサイトより)"
154,アウグスビール株式会社,http://www.beer365.net/cache/8594972dcbca90204be0bbbf87c73c58.jpg,日本 東京都文京区湯島2-27-4 湯島台レジデンス101,,http://www.augustbeer.com/,"2004年に事業を開始したビールメーカー。
醸造施設を持たず、自社ビールの醸造を外部委託するファブレスメーカー。
醸造責任者は、日本屈指の醸造学者であり、醸造から販売まで徹底してプロデュースを行っている。"
155,GREEN FLASH BREWING COMPANY,http://www.beer365.net/cache/6afda28f9fcc19eb7d9db9bbae586d18.jpg,"アメリカ合衆国 6550 Mira Mesa Blvd, San Diego, California",+1-858-622-0085,http://www.greenflashbrew.com/,"カリフォルニア州サンディエゴにあるブルワリー(醸造所)。2002年に夫婦で始めたビール造りが現在全米だけでなく世界中でも愛されるビールへと成長。
看板商品である「ウェスト・コースト・IPA」は発売当初、クラフトビール業界に衝撃を走らせた。世界中のブルワリーがこのビールを真似し、今では「ウェスト・コースト・IPA」というスタイルが確立されている。
常に進化を持てめ、毎年数多くの実験的なビールが醸造されている。このようなビールに世界中のビール評論家が常に注目し、熱狂的なファンを集めている。"
156,BLUE MOON BREWING COMPANY,http://www.beer365.net/cache/116760f1a47b54119a14772daa875281.jpg,"アメリカ合衆国 13th and Ford Street, Golden, Colorado",,http://bluemoonbrewing.jp/,"ブルームーン・ブリューイング・カンパニーは1995年に誕生した。
本拠地は、野球場内に作られた史上初の醸造所、サンドロット・ブリュワリーの「ブルームーン・ブリューイングカンパニー」だ。そして、サンドロットは新醸造の、ベリースライド・ベルジャンホワイトと名づけられた新作ビールの栓を開けたのだ。
わたしたちは、全国に売り出すことを決めた。しかし、そのためには野球にこだわらないもっとスケールの大きい名前が必要だった。運のよいことに、そのビールの名前は思いがけないところからもたらされた。
非公式の試飲会に参加していたひとりが思わず「Once in a blue moon！(ごく稀に、滅多にないという意味） 」と声をあげた。
その何気ない言葉によって、「ベリースライド」は「ブルームーン・ベルジャンホワイト」となり、「ブルームーン・ブリューイング・カンパニー」は誕生したのである。"
157,石垣島ビール株式会社,http://www.beer365.net/cache/08b0c4ba03a858ae41fe0300f000b940.jpg,日本 沖縄県石垣市新川2094-4,0980-83-0202,http://www.ishigaki-beer.com/,"平成6年5月に会社設立。規制緩和と同時にドイツのダックスブロイ社と業務提携。その後オリジナルのビールを製造・販売、現在に至る。
沖縄ブームで全国的にも販路が広がり、今後も本土へ向けての積極的な発信をしていく予定。『日本最南端の地ビール』は、小規模ながら”真面目に、誠実な姿勢で商品を造り販売する”をモットーに日々研鑽しています。
(オフィシャルサイトより)"
158,南都酒造所,http://www.beer365.net/cache/6258a1b6ea5dc938e6fecd07705a75e2.gif,日本 沖縄県南城市玉城字前川1367,098-948-1111,http://www.nantosyuzo.com/beer/,南都酒造所は薬用酒のハブ酒をはじめ、からだにやさしいリキュールと地ビールを作っている沖縄の小さな酒造所。第14回インターナショナルビアコンペテーション2009（国際ビール大賞）でニヘデビールのハードが金賞、ソフトが銀賞を受賞。
159,南都酒造所,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 沖縄県南城市玉城字前川1367,098-948-1111,http://www.nantosyuzo.com/beer/,
160,ケイズブルーイングカンパニー,http://www.beer365.net/cache/9fb9d41f06212a63d90644f15455fed1.png,日本 福岡県福岡市城南区別府1-19-1,092-841-6336,http://www.brewmaster2002.com/,2002年に開業。醸造長は、アメリカ西海岸でビールの作り方を学び、現在はアメリカンスタイルの様々なビールを提供。
161,地域中央開発株式会社 べんがら村,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 福岡県八女市宮野100,0943-24-3339,http://www.bengalamura.jp/net/modules/main11/index.php?content_id=1,福岡県八女市にある複合温泉施設「べんがら村」。施設内に醸造所を設け、ビールを醸造。
162,YUFUIN BREWERY,http://www.beer365.net/cache/7dd7a6f77a526ffd384e5e1d246e1ed3.jpg,日本 大分県湯布院町大字川南108-1,0977-85-2344,http://www.yufuinbeer.co.jp/,"人口12,000人足らずの小さな町、湯布院町。周囲を緑の山並に囲まれ、豊かな水と温泉に恵まれたこの小さな町に、平成6年7月26日に九州で第一号となる地ビール醸造会社、ゆふいんビール株式会社が誕生いたしました。
ゆふいんビール醸造所はレストランに隣接しているので、レストラン内からブルワリーをご覧いただけます。
(オフィシャルサイトより)"
163,株式会社くじゅう高原開発公社,http://www.beer365.net/cache/dc72d3f36ff1c82e5b108d243c930529.png,日本 大分県竹田市久住町白丹7575-1,0974-76-2511,http://beeroh.com/,"大分県竹田市の久住高原に醸造工場があります。
この地は阿蘇くじゅう国立公園に属しており、雄大なくじゅう連山と阿蘇五岳に挟まれた絶景の高原です。
ここでくじゅう連山の天然伏流水を使用してビールを醸造しています。
この天然伏流水は、くじゅう連山に降りそそぐ雨や雪が長い年月をかけて自然濾過されたもの。
久住高原の地下に眠っており、まろやかで雑味がなく、麦芽のうまみを最大限に引き出す力をもっています。
(オフィシャルサイトより)"
164,株式会社阿蘇ファームランド,http://www.beer365.net/cache/f9d596580a4fcb1c1413525bfbe015cc.jpg,日本 熊本県阿蘇郡南阿蘇村河陽5579-3,0967-67-0001,http://www.asofarmland.co.jp/,「阿蘇国立公園　健康の森グループ」によって開発され、運営される健康満喫テーマパーク「阿蘇ファームランド」内に醸造所を設立。阿蘇ビールを醸造。
165,宮崎ひでじビール株式会社,http://www.beer365.net/cache/e37704ea45b0ae1a65446afa77ebf3e8.jpg,日本 宮崎県延岡市行縢町747-56,0982-39-0090,http://www.hideji-beer.jp/guide/index.html,1996年に開業。インターナショナル・ビアコンペティション、ジャパン・アジア・ビアカップなどで賞を受賞。
166,霧の蔵ブルワリー,http://www.beer365.net/cache/aeb07182754572fd2ded1efd85ef758f.jpg,日本 熊本県都城市志比田町5480,0986-21-8111,http://www.kirishima-fg.jp/facilities/brewery_beer.html,"英国の伝統的な醸造所をモデルに、現代感覚を随所に取り入れた「霧の蔵ブルワリー」。吹き抜けのエントランスには、3つのオーストリア製オリジナル醸造釜が並びます。自然光をたっぷりと取り込んだ伸びやかなその空間は、日常の喧噪から離れた、 ちょっと特別な時を過ごす場所として、訪れる皆様方をお迎えいたします。
ビールづくりの第一人者である英国生まれのブルー・マスター、 リチャード・リグリー氏直伝の「霧島ビール」。英国王道のビール造りを、本場イギリスで学んだ専属スタッフが、霧島初の「ビール職人」として、都城の味に仕上げました。
(オフィシャルサイトより)"
167,城山ブルワリー,http://www.beer365.net/cache/5861ec3bfff3c8473200da4759c3206f.jpg,日本 鹿児島県鹿児島市新照院町41-1,099-224-2211,http://www.shiroyama-g.co.jp/promotion/brewery/,桜島一望にすることが出来る鹿児島を代表するホテル、城山観光ホテルで少量生産されているクラフトビール。
168,霧島高原ビール株式会社,http://www.beer365.net/cache/bbe305b9f9e9131476fc31621b6f83ae.png,日本 鹿児島県霧島市溝辺町麓876-15,0995-58-2535,http://gen-khb.co.jp/,"何杯飲んでも飽きのこないビールの美味しさの秘密は、チェコ産のホップ、そしてチェコ職人が頑にこだわるデコクションという糖化方法と古典的な開放醗酵にあります。このすべての工程を忠実に再現してしているのが霧島高原ビール工場です。
(オフィシャルサイトより)"
169,黄金酒造,http://www.beer365.net/cache/2ee426ca37e1779fe8a3e5e14ce75def.png,日本 鹿児島県霧島市国分敷根2804,0995-45-0210,http://www.satsuma-ran.com/satsumabeer/,"鹿児島県霧島市国分にある薩摩麦酒株式会社は、1996年5月に地ビールの醸造を開始。細かいところまで手を抜かず、基本を忠実に守る製造ポリシーにより、いつでも美味しく飲めるビール造りを心がけています。小麦麦芽を使ったドイツ・バイエルン地方の上面発酵ビール（ヴァイツェン）にこだわり、麦芽やホップなどの原材料もドイツ産のものを取り寄せています。そこに独自のアレンジを加えることで、鹿児島の国分でしか飲めない、世界でたったひとつの味に仕上げました。
(オフィシャルサイトより)"
170,薩摩酒造株式会社,http://www.beer365.net/cache/6746eb1b7b9a10d0c5f8efb332906287.png,日本 鹿児島県枕崎市立神本町26,0993-72-1231,http://www.satsuma.co.jp/con-shouhin-ichiran-sonota.html,鹿児島県枕崎市にある酒蔵。「さつま白波」「神の河」などの焼酎で知られている。
171,ヘリオス酒造株式会社,http://www.beer365.net/cache/73ffbb1b83885be8107caa0b1932325c.jpg,日本 沖縄県名護市字許田405,0120-41-3975,http://www.helios-syuzo.co.jp/docs/products/beer.html,1961年さとうきびを原料としたラムの製造で創業。1996年に沖縄発の地ビールの醸造を開始。
172,山口萩ビール株式会社,http://www.beer365.net/cache/9a0bd1ccc2861b44330ab8390f7abbcd.png,日本 山口県萩市土原608-1,0838-25-5612,http://www.hagibeer.co.jp/,1996年に会社の設立と共に「チョンマゲビール」の醸造を開始。
173,くめざくら大山ブルワリー,http://www.beer365.net/cache/f8a0bfacd08a5f752bad73728f14abd3.gif,日本 鳥取県西伯郡伯耆町丸山1740-30,0859-39-8033,http://g-beer.jp/gbeer/,"大山ブルワリーは、国立公園大山のふもと標高300mに位置します。良質な伏流水や湧水に恵まれた地域です。大山ブルワリーは、この大山の伏流水を使って、ビールと地酒を作り続けています。
(オフィシャルサイトより)"
174,島根ビール株式会社(松江堀川・地ビール館内),http://www.beer365.net/cache/25b1ef016d2b9133d23ef404bfc5f69e.jpg,日本 島根県松江市黒田町５０９番１,0852-55-8355,http://www.shimane-beer.co.jp/,松江堀川地ビール館内に醸造所を設け、「ビアへるん」を醸造。
175,香川ブルワリー,http://www.beer365.net/cache/ec4e3bdaaa3da8becb09e19834894c46.gif,日本 香川県高松市香川町寺井624,087-889-8001,http://www.sanuki-beer.com/index.html,1996年にビールの醸造を開始。ドイツの製法を取り入れ、「さぬきビール」を醸造。
176,梅錦山川株式会社,http://www.beer365.net/cache/de7f7eb60e029c948bd8e618824e173a.png,日本 愛媛県四国中央市金田町金川14,0896-58-1211,http://www.umenishiki.com/products/promotions/beer/tokusyu.html,1872年に創業。日本酒造りから始まり、1996年に梅錦ガーデン丹原麦酒醸造所を開業。ドイツの製法を取り入れ「梅錦ビール」を醸造。ジャパン・アジア・ビアカップなど世界的なビール大会で醸造しているすべてのビールが賞を受賞。
177,水口酒造株式会社,http://www.beer365.net/cache/aa51623085e87588c50a883b1b43b695.png,日本 愛媛県松山市道後喜多町3-23,089-924-6616,http://www.dogobeer.co.jp/product03.html,1894年に開業、1895年から日本酒の製造を開始。1996年にビールの製造免許を取得し、「道後ビール」の醸造を開始。
178,門司港レトロビール株式会社,http://www.beer365.net/cache/f846e02cb021a2e3ed211e17504e4f5c.jpg,日本 福岡県北九州市門司区東港町6-9,093-321-6885,http://mojibeer.ntf.ne.jp/,"門司・北九州地区で唯一のビール醸造所を併設するレストラン。開業から十数年、ヨーロピアンスタイルのビールから経験を凝縮させ、感動できるビール作りに方針転換。（だからビールスタイルの数値を逸脱しているものもある。）

ビール職人のクラフトビールとともに、窓から眺める関門の絶景と、ビールが選んだ料理たち（釜焼ピッツァ、焼きカレー、ジンギスカン）を大人のための至福の時を堪能してください。"
179,株式会社ホテルオークラ福岡,http://www.beer365.net/cache/8c8f5383784a4fd1c0877c2ba19e49a4.gif,日本 福岡県福岡市博多区下川端町3-2,092-262-1111,http://www.fuk.hotelokura.co.jp/restaurant/guide/brasserie/index.html#page04,"ホテルの地階にある醸造所では、毎日「ブラウワー」と呼ばれる地ビール職人たちが、ホテルオークラ福岡 オリジナル地ビールを作り続けてきました。
地ビールは鮮度が命。
だからできたては格別の味わい。
MADE in 博多の地ビールをお楽しみください。
(オフィシャルサイトより)"
180,小西酒造株式会社,http://www.beer365.net/cache/5a25d9be97b313e41f3cfb09a8357dd6.jpg,日本 兵庫県伊丹市中央3-4-15,072-773-0524,http://www.konishi.co.jp/,"1550年に創業。伊丹で薬屋を営む小西新右衞門が始祖となり、濁酒造りを開始。
1995年に白雪ブルワリービレッジ長寿蔵を創設、ビールの醸造を開始。現在は、「スノーブロンシュ」と「幕末のビール」を醸造。"
181,株式会社三田屋,http://www.beer365.net/cache/214f0adb01edf911fcadbc6f2b343a4b.gif,日本 兵庫県西宮市山口町下山口2-5-12,078-903-1333,https://www.kobesandaya.co.jp/monogatari/beer_index.html,日本で4番目、近畿で1番、外食産業で1番目にクラフトビール造りを開始した三田屋。創業者である廣岡揮八郎の名前を使い、「揮八郎ビール」を醸造。
182,城崎ビール＆ダイニング グビガブ,http://www.beer365.net/cache/87bbd8067111b18009eb7fe427d7a75e.gif,日本 兵庫県豊岡市城崎町湯島646,0796-32-4545,http://www.gubigabu.com/localbeer/,1997年に城崎にて、ビールの醸造を開始。現在は、グビガムというレストランで醸造したビールを提供。
183,あわぢびーる工房,http://www.beer365.net/cache/1e8beac5aff59eb5dcc16ed25490906f.gif,日本 兵庫県淡路市浦1022-2,0799-74-0339,http://www.ura.co.jp/beer/,淡路ハイウェイオアシスは、生しらすや淡路牛、淡路玉ねぎなど淡路の食とお土産物が家族で楽しめる施設です。
184,六甲ビールブルワリー,http://www.beer365.net/cache/d9f34c6e22a6b0918f42953a70a231f9.jpg,日本 兵庫県神戸市北区有野町有野351-1,078-981-2130,http://www.rokko-beer.com/index.html,"六甲ビール醸造所は神戸市北区の有馬温泉にほど近い六甲山麓にある工場です。
地下50ｍの岩盤から汲み上げた豊かな六甲山が育んだ天然水で醸造した六甲ビールは 材料から製法までビール作りにこだわって作り上げたビールです。
(オフィシャルサイトより)"
185,明石ブルワリー株式会社,http://www.beer365.net/cache/aca3bca8650f2610854f7a369e143437.gif,日本 兵庫県明石市大久保町西島1194明石江井島酒館,078-948-2388,http://www.akashi-beer.com/index.html,"300年以上つづく酒蔵が並ぶまち江井ヶ島。江井ヶ島は明石市西部に位置し、灘五郷として有名な東の「灘」に対し西に位置することから「西灘」と称され、古くから酒どころとして有名でした。明石ブルワリーはその酒蔵を一部改築して営業しております。その店内は柱や梁など酒蔵のなごりを感じさせ、和洋がほどよく解け合っておちついた雰囲気になっております。ビール造りにおいては、地域性を生かした「西灘」の水を使用することで、明石ビール独特の世界観を出しています。この酒どころ「西灘」の地に恥じぬビール造りを心掛けております。
(オフィシャルサイトより)"
186,出石城山ガーデン,http://www.beer365.net/cache/5fc8e573c3301e0e1c01adb12842c978.png,日本 兵庫県豊岡市出石町内町83,0796-52-7530,http://www.izushi-beer.com/beer/,"三角の連なった屋根が特徴の城山ガーデンは、昔、出石ちりめん工場だった歴史的価値ある建物を利用し内部を改装しました。歴史ある建物を蘇らせ、但馬の自然素材の恵みによって生まれた、出石城山ビール「いずし浪漫」と味自慢のお料理に出会える集いのレストランです。
(オフィシャルサイトより)"
187,宮下酒造株式会社,http://www.beer365.net/cache/49a02d3b681c73901a0cf7f7d809fd04.png,日本 岡山県岡山市中区西川原184,086-272-5594,http://www.msb.co.jp/beer/,"1994年、ビール製造数量の規制が2000klから60klに緩和されたのを受けて、1995年7月から全国で9番目、中国地方では初となる地ビール「独歩（どっぽ）」を製造開始いたしました。「独歩」という名前は、「日本のマイクロ・ブルワリーとして、独立独歩、特色のある、信念のビールを醸造しよう」という意気込みから名づけられました。伝統的なビールに加え、季節性や地域性のある多様なビールの研究開発に取り組んでいます。
(オフィシャルサイトより)"
188,合資会社多胡本家酒造場,http://www.beer365.net/cache/719754d8c8e895a58561f9621ab45886.gif,日本 岡山県津山市楢69,0868-29-1111,http://www.tsuyamabeer.co.jp/item/index.php?c=item_list&category=1318774591,"美しい自然と清流に恵まれた岡山の美作。その津山市楢で三百年の伝統を築いてきたのが「多胡本家酒造場」です。1996年から地元を中心に地ビール「作州津山ビール　ITSUHA」の販売に乗り出しました。鮮度を強調して作州一円に限定し、飲食店を中心に樽詰めと瓶詰めで販売するというユニークな商品展開をしております。
(オフィシャルサイトより)"
189,吉備土手下麦酒醸造所,http://www.beer365.net/cache/3bacfd7dc3a49b647b349eee7a965c44.jpg,日本 岡山県岡山市北区北方4-2-18,086-235-5712,http://kibidote.jp/free/brewery,"岡山は後楽園の北方、一里余りの「清流　旭川」の土手の下に蔵造りの「麦酒」の醸造所はあります。
まだ立ち上がったばかりの若い蔵ではありますが、日本人の多くが愛し、日々の憩いの時のお手伝いをする「麦酒」を、心をこめて造りたい・・・、
その想いから「麦酒翁」はひたすらに釜を炊く・・・。
(オフィシャルサイトより)"
190,呉ビール株式会社,http://www.beer365.net/cache/d555b3fb04da4bfe64e68f038a7bc97e.jpg,日本 広島県呉市中通1-1-2ビューポートくれ 1F,0823-26-9090,http://www.kurebeer.com/,広島県呉市にある醸造所。海軍さんの麦酒を醸造している。
191,やまぐち鳴滝高原ブルワリー,http://www.beer365.net/cache/5a61d026b1014ea45fbbe821eb7ed096.gif,日本 山口県山口市下小鯖1360-4,083-941-0100,http://www.yamaguchi-jibeer.com/beer/index.html,"やまぐち鳴滝高原ブルワリー自慢のレストラン「サン・レミ・ド・プロヴァンス」はビール醸造に適した天然水の採れる鳴滝の自然に立地しています。鳴滝と四季の織り成す風景に包まれた環境でのお食事は、お客様を癒しの境地に誘ってくれます。
当店で製造される地ビールは、モンドセレクションビール部門にて、2年連続で、金賞を受賞致しました。当店ならではの料理と4種類の出来立て新鮮な地ビールを素晴らしい自然の中でお楽しみください。
(オフィシャルサイトより)"
192,羽田酒造,http://www.beer365.net/cache/ea6cc020522860ce5a21581444548acb.gif,日本 京都府京都市右京区京北周山町下台20,0771-52-0080,http://www.hanedashuzo.co.jp/bear.htm,1893年に開業、京都北山で日本酒「初日の出」を製造・販売。現在は、「周山街道」ビールも醸造。
